date_de_tirage,combinaison_gagnante_en_ordre_croissant,boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance
2017-05-01,16-18-35-37-46+6,18,46,37,16,35,6
2017-05-03,6-15-20-27-46+3,20,15,27,46,6,3
2017-05-06,6-27-34-41-45+5,27,41,34,6,45,5
2017-05-08,7-22-33-43-47+6,33,7,47,22,43,6
2017-05-10,12-20-22-30-43+9,30,22,20,43,12,9
2017-05-13,9-13-16-28-47+10,16,13,9,28,47,10
2017-05-15,1-5-13-22-27+1,22,13,1,27,5,1
2017-05-17,6-22-25-30-44+7,25,44,6,30,22,7
2017-05-20,28-31-33-34-42+3,33,31,28,34,42,3
2017-05-22,7-21-22-27-31+10,27,21,22,7,31,10
2017-05-24,8-17-18-22-30+5,17,22,18,8,30,5
2017-05-27,8-9-17-28-40+8,9,8,28,40,17,8
2017-05-29,1-39-40-41-43+9,40,43,39,41,1,9
2017-05-31,1-9-27-36-41+1,1,36,9,41,27,1
2017-06-03,23-34-36-44-45+3,23,45,36,34,44,3
2017-06-05,12-17-21-41-49+7,49,12,17,41,21,7
2017-06-07,21-22-36-40-43+5,22,43,36,40,21,5
2017-06-10,8-34-36-37-49+10,49,34,37,36,8,10
2017-06-12,4-5-7-27-29+5,5,29,4,7,27,5
2017-06-14,31-41-43-44-49+5,44,43,49,41,31,5
2017-06-17,14-25-26-39-40+3,26,25,40,14,39,3
2017-06-19,18-25-40-43-47+9,25,43,18,47,40,9
2017-06-21,12-18-22-34-39+6,12,22,34,18,39,6
2017-06-24,23-24-27-35-48+5,48,27,23,35,24,5
2017-06-26,1-5-29-38-49+9,1,49,5,29,38,9
2017-06-28,9-29-30-37-48+1,48,30,37,29,9,1
2017-07-01,16-21-26-33-47+8,26,47,16,33,21,8
2017-07-03,2-8-10-28-48+2,48,8,10,28,2,2
2017-07-05,8-17-18-29-34+6,18,29,17,34,8,6
2017-07-08,9-30-31-43-46+10,9,30,46,43,31,10
2017-07-10,17-18-21-23-43+4,23,43,17,21,18,4
2017-07-12,3-16-18-31-43+5,3,16,31,43,18,5
2017-07-15,24-29-34-37-48+2,34,37,24,48,29,2
2017-07-17,5-16-33-40-41+2,40,41,5,33,16,2
2017-07-19,6-8-9-16-26+7,16,26,6,8,9,7
2017-07-22,5-16-28-30-40+9,40,30,16,5,28,9
2017-07-24,11-14-21-35-38+3,14,11,38,21,35,3
2017-07-26,3-13-25-35-44+2,13,44,35,3,25,2
2017-07-29,10-23-24-41-45+1,24,41,45,23,10,1
2017-07-31,25-31-37-45-47+7,45,37,47,25,31,7
2017-08-02,9-12-30-32-34+7,34,30,9,12,32,7
2017-08-05,3-13-25-30-37+2,3,25,30,13,37,2
2017-08-07,14-21-24-38-42+4,38,24,42,21,14,4
2017-08-09,31-32-36-38-49+1,32,38,36,31,49,1
2017-08-12,5-13-15-36-41+10,13,36,41,15,5,10
2017-08-14,2-9-13-15-39+4,13,15,39,2,9,4
2017-08-16,19-25-29-31-41+4,31,29,25,19,41,4
2017-08-19,7-8-21-39-40+7,39,8,40,21,7,7
2017-08-21,8-14-27-36-43+5,8,36,43,27,14,5
2017-08-23,1-4-16-23-32+7,32,23,16,1,4,7
2017-08-26,10-32-35-38-40+3,10,40,35,32,38,3
2017-08-28,6-8-20-24-42+6,6,8,20,24,42,6
2017-08-30,7-12-26-29-47+9,29,26,7,12,47,9
2017-09-02,1-10-14-18-40+7,10,14,1,40,18,7
2017-09-04,1-6-27-33-35+9,33,6,27,1,35,9
2017-09-06,19-28-39-46-49+4,49,46,28,19,39,4
2017-09-09,13-15-19-39-44+1,44,13,19,15,39,1
2017-09-11,12-23-42-45-48+9,23,42,48,45,12,9
2017-09-13,4-18-25-33-45+1,18,45,4,25,33,1
2017-09-16,4-16-18-37-46+5,37,46,4,18,16,5
2017-09-18,12-25-29-34-37+9,12,25,37,29,34,9
2017-09-20,4-6-17-22-37+6,37,6,4,17,22,6
2017-09-23,15-19-22-33-37+4,15,33,22,19,37,4
2017-09-25,16-17-33-34-37+6,37,16,17,33,34,6
2017-09-27,10-13-16-35-42+4,13,10,16,42,35,4
2017-09-30,3-16-27-38-44+7,16,44,3,38,27,7
2017-10-02,1-11-12-20-28+7,1,11,28,12,20,7
2017-10-04,1-20-30-34-45+9,45,34,20,30,1,9
2017-10-07,8-37-41-44-46+3,41,44,8,37,46,3
2017-10-09,3-6-15-30-47+9,47,30,6,15,3,9
2017-10-11,6-15-29-44-48+4,44,48,6,29,15,4
2017-10-14,18-20-38-43-47+3,18,20,38,43,47,3
2017-10-16,5-30-32-39-48+8,39,48,30,5,32,8
2017-10-18,5-12-13-24-25+7,5,13,25,12,24,7
2017-10-21,2-6-20-21-42+8,2,42,6,20,21,8
2017-10-23,12-21-25-44-47+3,12,21,47,44,25,3
2017-10-25,3-9-19-41-43+8,9,3,19,41,43,8
2017-10-28,5-12-22-29-47+8,22,12,47,5,29,8
2017-10-30,12-32-34-42-44+5,32,42,12,44,34,5
2017-11-01,8-9-18-26-32+1,18,8,26,9,32,1
2017-11-04,6-7-23-35-38+7,23,7,38,35,6,7
2017-11-06,27-30-45-48-49+1,30,45,49,27,48,1
2017-11-08,2-13-26-37-41+5,37,41,13,26,2,5
2017-11-11,1-36-40-47-48+3,40,47,48,1,36,3
2017-11-13,3-24-29-30-43+5,30,29,24,3,43,5
2017-11-15,10-12-14-16-35+6,12,10,16,35,14,6
2017-11-18,9-13-17-37-48+1,13,9,17,37,48,1
2017-11-20,6-30-35-40-43+3,6,30,40,43,35,3
2017-11-22,1-2-10-30-39+8,30,1,10,2,39,8
2017-11-25,1-2-43-47-48+10,43,1,48,2,47,10
2017-11-27,5-6-36-39-46+6,36,5,6,39,46,6
2017-11-29,3-8-12-13-20+4,8,20,3,12,13,4
2017-12-02,24-33-35-39-45+1,24,45,39,33,35,1
2017-12-04,15-23-32-41-43+8,43,32,15,23,41,8
2017-12-06,7-12-27-30-38+1,27,12,38,7,30,1
2017-12-09,10-23-46-48-49+8,48,49,10,46,23,8
2017-12-11,26-29-34-43-47+4,47,34,26,43,29,4
2017-12-13,17-24-28-43-49+8,17,49,24,43,28,8
2017-12-16,9-15-20-48-49+6,48,20,15,9,49,6
2017-12-18,10-11-29-39-48+9,11,39,48,10,29,9
2017-12-20,6-10-11-13-24+9,6,11,13,24,10,9
2017-12-23,4-6-8-44-48+10,4,6,44,8,48,10
2017-12-25,3-6-10-29-31+8,3,31,6,10,29,8
2017-12-27,6-7-14-22-48+8,22,6,48,7,14,8
2017-12-30,12-13-28-35-40+8,40,28,35,13,12,8
2018-01-01,7-9-10-14-43+1,7,43,10,9,14,1
2018-01-03,4-23-27-34-44+4,34,44,27,23,4,4
2018-01-06,6-17-31-40-45+9,45,40,17,6,31,9
2018-01-08,8-37-43-44-45+2,8,44,37,43,45,2
2018-01-10,7-9-16-18-49+3,7,49,18,9,16,3
2018-01-13,20-31-35-36-48+10,48,35,20,31,36,10
2018-01-15,2-5-15-22-28+2,15,28,22,2,5,2
2018-01-17,4-16-25-40-49+3,16,25,40,49,4,3
2018-01-20,27-32-38-44-46+7,44,32,27,38,46,7
2018-01-22,1-11-14-16-31+2,31,11,16,1,14,2
2018-01-24,9-23-28-35-37+5,9,37,35,23,28,5
2018-01-27,9-10-34-39-45+10,45,10,9,34,39,10
2018-01-29,11-21-27-32-36+6,11,32,27,36,21,6
2018-01-31,4-16-26-29-49+1,29,26,16,4,49,1
2018-02-03,9-13-22-23-38+4,22,9,23,38,13,4
2018-02-05,1-7-29-30-45+7,7,29,1,30,45,7
2018-02-07,13-17-33-44-48+3,44,13,17,48,33,3
2018-02-10,2-19-31-40-42+5,19,31,2,40,42,5
2018-02-12,3-27-32-35-48+9,27,35,48,3,32,9
2018-02-14,3-5-13-19-44+4,13,3,44,19,5,4
2018-02-17,14-22-38-48-49+9,49,48,14,22,38,9
2018-02-19,8-9-28-29-32+2,32,9,8,29,28,2
2018-02-21,2-12-16-28-41+1,12,41,2,28,16,1
2018-02-24,6-9-12-31-43+3,12,6,9,31,43,3
2018-02-26,13-34-37-39-42+3,13,34,39,42,37,3
2018-02-28,5-28-31-42-49+7,42,5,49,31,28,7
2018-03-03,2-3-4-8-31+9,3,4,8,2,31,9
2018-03-05,17-25-38-41-44+9,44,38,25,17,41,9
2018-03-07,6-13-18-36-37+5,13,6,18,36,37,5
2018-03-10,5-18-21-23-47+6,5,47,23,21,18,6
2018-03-12,7-10-13-27-38+8,27,7,10,38,13,8
2018-03-14,3-4-13-36-46+10,36,46,13,4,3,10
2018-03-17,13-30-36-43-48+9,48,43,36,30,13,9
2018-03-19,15-20-24-27-46+10,20,15,27,46,24,10
2018-03-21,21-29-30-31-45+2,31,45,21,30,29,2
2018-03-24,11-26-31-35-44+9,31,11,44,35,26,9
2018-03-26,4-10-17-27-37+10,27,17,37,10,4,10
2018-03-28,5-15-39-43-45+10,43,39,15,5,45,10
2018-03-31,2-18-31-41-42+8,42,2,41,18,31,8
2018-04-02,13-14-18-28-34+2,28,34,18,13,14,2
2018-04-04,19-22-36-40-45+6,19,40,22,45,36,6
2018-04-07,7-10-26-34-45+7,26,34,10,45,7,7
2018-04-09,1-20-28-32-42+6,1,32,20,28,42,6
2018-04-11,1-17-32-40-46+8,40,46,32,17,1,8
2018-04-14,1-5-24-36-49+7,24,5,49,36,1,7
2018-04-16,6-16-21-25-26+5,16,25,6,21,26,5
2018-04-18,11-17-18-38-46+8,18,11,38,17,46,8
2018-04-21,2-11-20-26-39+5,26,20,2,11,39,5
2018-04-23,2-20-29-32-33+8,2,33,20,29,32,8
2018-04-25,5-10-21-23-36+1,21,23,5,10,36,1
2018-04-28,14-31-36-40-47+2,36,14,40,31,47,2
2018-04-30,7-36-43-48-49+7,43,48,49,36,7,7
2018-05-02,1-8-10-14-21+10,8,1,14,10,21,10
2018-05-05,9-15-30-41-47+5,9,30,47,41,15,5
2018-05-07,10-13-23-43-46+6,43,13,10,23,46,6
2018-05-09,5-10-23-34-35+6,10,23,35,34,5,6
2018-05-12,5-6-9-23-47+10,6,23,9,47,5,10
2018-05-14,1-5-23-33-40+8,40,33,23,1,5,8
2018-05-16,7-23-37-41-44+8,44,37,7,23,41,8
2018-05-19,5-12-30-45-47+9,5,47,30,45,12,9
2018-05-21,4-5-16-20-46+5,20,4,46,16,5,5
2018-05-23,3-14-25-29-36+9,14,29,3,36,25,9
2018-05-26,2-3-24-26-43+8,26,24,2,43,3,8
2018-05-28,10-21-23-25-35+10,35,10,25,21,23,10
2018-05-30,4-33-36-41-44+6,4,44,41,36,33,6
2018-06-02,7-13-18-31-35+4,18,13,31,7,35,4
2018-06-04,8-16-35-38-48+2,8,38,48,16,35,2
2018-06-06,5-6-33-43-47+2,43,5,33,6,47,2
2018-06-09,5-7-9-12-16+10,7,16,5,9,12,10
2018-06-11,14-25-41-44-49+4,44,41,49,25,14,4
2018-06-13,15-20-29-48-49+1,20,48,15,29,49,1
2018-06-16,8-17-19-35-43+9,35,17,8,43,19,9
2018-06-18,2-7-13-34-44+8,34,2,7,13,44,8
2018-06-20,6-8-30-33-43+3,43,33,8,30,6,3
2018-06-23,10-32-36-41-49+10,41,32,49,10,36,10
2018-06-25,9-13-14-21-32+5,14,9,21,13,32,5
2018-06-27,8-9-11-26-41+10,26,11,9,41,8,10
2018-06-30,5-23-29-36-45+7,5,36,23,29,45,7
2018-07-02,16-36-38-45-48+8,48,38,36,45,16,8
2018-07-04,16-20-23-41-45+5,41,23,16,20,45,5
2018-07-07,3-10-11-34-41+10,41,3,34,11,10,10
2018-07-09,9-19-21-36-40+1,9,21,19,36,40,1
2018-07-11,1-11-22-42-46+4,11,46,1,22,42,4
2018-07-14,3-20-37-45-47+3,47,37,45,3,20,3
2018-07-16,3-9-16-31-36+1,36,31,9,16,3,1
2018-07-18,18-26-27-35-43+7,18,26,27,43,35,7
2018-07-21,1-9-18-28-44+10,44,18,9,28,1,10
2018-07-23,7-11-20-40-41+6,7,20,41,40,11,6
2018-07-25,20-22-27-30-35+3,35,27,22,20,30,3
2018-07-28,7-13-18-21-23+10,7,23,13,18,21,10
2018-07-30,7-13-33-41-43+2,33,7,13,41,43,2
2018-08-01,15-17-35-45-47+4,47,15,45,35,17,4
2018-08-04,9-23-32-38-41+3,41,23,9,32,38,3
2018-08-06,4-23-30-32-37+6,30,4,37,32,23,6
2018-08-08,5-15-19-24-29+8,5,19,29,15,24,8
2018-08-11,14-27-41-44-46+5,41,27,44,46,14,5
2018-08-13,2-10-19-21-40+6,10,19,21,2,40,6
2018-08-15,6-21-27-40-47+8,40,21,47,27,6,8
2018-08-18,16-31-33-37-49+8,33,37,31,16,49,8
2018-08-20,15-18-40-42-48+10,15,48,42,18,40,10
2018-08-22,6-12-16-40-42+3,16,42,12,6,40,3
2018-08-25,6-15-16-29-44+3,29,6,15,44,16,3
2018-08-27,10-17-18-24-40+2,40,17,24,18,10,2
2018-08-29,17-19-31-40-45+1,17,45,19,40,31,1
2018-09-01,11-32-35-41-42+6,32,35,11,41,42,6
2018-09-03,1-2-15-18-41+10,18,2,15,1,41,10
2018-09-05,6-7-15-34-39+1,7,39,34,6,15,1
2018-09-08,6-19-20-22-34+10,6,19,22,34,20,10
2018-09-10,19-20-27-38-46+10,27,20,19,46,38,10
2018-09-12,4-11-24-33-35+9,11,33,24,35,4,9
2018-09-15,1-11-13-26-46+5,11,26,1,46,13,5
2018-09-17,8-15-26-42-43+5,43,42,8,15,26,5
2018-09-19,4-15-25-27-42+5,15,42,4,27,25,5
2018-09-22,14-18-37-38-39+9,14,37,39,18,38,9
2018-09-24,6-8-12-17-30+3,12,30,17,8,6,3
2018-09-26,10-15-18-36-40+3,40,18,15,36,10,3
2018-09-29,7-10-15-17-31+4,31,7,15,10,17,4
2018-10-01,1-2-6-7-40+4,6,1,40,7,2,4
2018-10-03,11-20-24-31-32+8,31,24,11,20,32,8
2018-10-06,1-8-39-48-49+9,49,39,8,48,1,9
2018-10-08,1-4-23-24-46+2,46,1,4,23,24,2
2018-10-10,4-5-24-29-38+3,5,24,38,29,4,3
2018-10-13,1-4-22-36-45+8,1,36,45,4,22,8
2018-10-15,8-14-19-25-49+5,8,14,25,19,49,5
2018-10-17,2-7-13-33-41+1,33,13,7,2,41,1
2018-10-20,7-12-17-31-48+8,7,17,31,12,48,8
2018-10-22,4-10-19-29-47+6,10,4,29,19,47,6
2018-10-24,9-28-34-36-45+6,28,45,34,36,9,6
2018-10-27,21-26-29-35-36+9,26,21,36,29,35,9
2018-10-29,9-22-24-42-43+7,9,42,24,43,22,7
2018-10-31,2-14-28-34-38+4,34,14,2,28,38,4
2018-11-03,6-8-9-29-39+2,6,29,8,9,39,2
2018-11-05,9-11-29-32-39+8,9,11,39,29,32,8
2018-11-07,3-6-20-27-33+8,33,27,3,20,6,8
2018-11-10,18-20-30-43-44+7,20,43,18,44,30,7
2018-11-12,13-14-15-21-37+7,13,14,37,21,15,7
2018-11-14,15-36-41-48-49+5,36,41,15,49,48,5
2018-11-17,12-20-22-27-42+7,42,20,27,22,12,7
2018-11-19,20-21-28-33-46+7,33,46,21,20,28,7
2018-11-21,20-21-22-23-45+10,22,45,20,21,23,10
2018-11-24,5-10-11-15-22+5,15,11,5,22,10,5
2018-11-26,14-21-30-34-36+2,36,30,34,14,21,2
2018-11-28,3-10-15-30-38+6,3,38,30,10,15,6
2018-12-01,3-6-15-23-39+2,15,6,3,23,39,2
2018-12-03,1-9-15-19-39+5,1,15,9,19,39,5
2018-12-05,6-17-18-19-41+9,6,19,41,17,18,9
2018-12-08,11-14-25-29-38+8,25,38,11,29,14,8
2018-12-10,8-13-16-34-37+10,8,34,16,13,37,10
2018-12-12,12-21-39-44-45+5,39,21,45,12,44,5
2018-12-15,1-3-30-32-38+6,38,1,3,32,30,6
2018-12-17,2-9-25-30-35+9,2,9,25,35,30,9
2018-12-19,3-10-11-21-25+3,21,3,25,10,11,3
2018-12-22,11-22-31-44-46+5,44,46,31,11,22,5
2018-12-24,10-22-34-43-46+2,10,22,34,43,46,2
2018-12-26,5-9-11-24-45+10,45,9,5,24,11,10
2018-12-29,12-26-30-38-42+5,26,30,42,38,12,5
2018-12-31,14-24-27-34-43+10,43,24,34,27,14,10
2019-01-02,2-12-26-29-36+7,36,12,29,2,26,7
2019-01-05,6-7-18-40-48+7,48,18,40,7,6,7
2019-01-07,1-7-12-19-31+10,1,19,12,31,7,10
2019-01-09,6-15-19-21-46+10,6,19,46,21,15,10
2019-01-12,11-19-24-25-34+8,19,24,11,34,25,8
2019-01-14,1-11-33-35-44+10,35,33,44,1,11,10
2019-01-16,1-10-11-15-31+3,15,11,10,1,31,3
2019-01-19,10-16-34-37-39+7,37,10,39,16,34,7
2019-01-21,17-20-26-30-47+6,17,26,30,47,20,6
2019-01-23,17-24-25-38-41+10,25,17,41,24,38,10
2019-01-26,12-14-16-30-42+2,30,14,12,16,42,2
2019-01-28,6-15-30-37-47+6,37,15,30,6,47,6
2019-01-30,11-15-20-30-47+9,20,47,15,11,30,9
2019-02-02,5-7-27-32-35+3,32,27,5,7,35,3
2019-02-04,12-24-37-40-42+1,40,12,37,24,42,1
2019-02-06,4-15-21-22-26+10,4,15,21,26,22,10
2019-02-09,3-40-42-45-47+9,47,40,45,42,3,9
2019-02-11,13-15-25-43-48+5,43,15,13,48,25,5
2019-02-13,7-14-29-41-43+3,43,41,29,14,7,3
2019-02-16,7-8-11-25-46+7,8,7,25,11,46,7
2019-02-18,7-9-11-18-33+9,18,9,11,33,7,9
2019-02-20,8-15-25-29-34+1,25,29,8,34,15,1
2019-02-23,3-4-13-44-45+5,3,45,13,4,44,5
2019-02-25,7-37-38-44-48+7,7,44,37,48,38,7
2019-02-27,1-4-14-19-34+2,14,1,34,19,4,2
2019-03-02,16-25-38-42-46+9,46,42,38,25,16,9
2019-03-04,4-11-15-33-36+2,4,15,11,36,33,2
2019-03-06,14-15-23-44-46+5,14,23,15,44,46,5
2019-03-09,15-32-35-43-47+10,32,47,43,35,15,10
2019-03-11,5-6-16-24-25+1,25,24,16,6,5,1
2019-03-13,5-8-20-29-32+3,29,5,20,8,32,3
2019-03-16,1-19-22-31-33+1,33,19,1,31,22,1
2019-03-18,23-24-38-44-45+6,38,23,45,24,44,6
2019-03-20,2-3-13-21-40+8,13,3,21,2,40,8
2019-03-23,1-12-26-28-40+6,12,1,40,28,26,6
2019-03-25,22-23-24-46-47+2,46,47,23,22,24,2
2019-03-27,10-19-25-45-49+1,49,45,25,10,19,1
2019-03-30,2-3-15-41-44+3,15,44,41,3,2,3
2019-04-01,11-14-32-35-46+10,32,14,35,46,11,10
2019-04-03,10-16-18-38-45+3,16,38,18,45,10,3
2019-04-06,13-19-24-26-27+7,19,26,13,27,24,7
2019-04-08,9-13-15-24-26+9,24,9,26,15,13,9
2019-04-10,14-16-22-23-42+5,22,23,14,42,16,5
2019-04-13,1-9-17-24-46+8,17,9,1,24,46,8
2019-04-15,17-32-38-40-44+6,32,44,40,17,38,6
2019-04-17,8-17-29-34-48+3,29,17,34,48,8,3
2019-04-20,4-15-30-45-49+3,4,30,15,49,45,3
2019-04-22,5-7-21-29-39+7,39,7,21,29,5,7
2019-04-24,3-11-13-15-35+3,3,11,35,13,15,3
2019-04-27,17-25-26-27-33+2,27,17,26,25,33,2
2019-04-29,6-29-33-39-43+2,33,43,39,6,29,2
2019-05-01,16-25-26-34-48+8,26,48,25,16,34,8
2019-05-04,3-18-24-29-38+9,38,18,3,24,29,9
2019-05-06,5-23-24-35-38+3,23,38,5,24,35,3
2019-05-08,2-4-16-20-35+5,2,16,4,20,35,5
2019-05-11,19-24-34-44-45+2,24,44,34,19,45,2
2019-05-13,15-24-37-40-41+4,15,24,37,40,41,4
2019-05-15,27-38-42-44-46+1,38,44,46,27,42,1
2019-05-18,4-10-19-42-46+5,19,4,10,42,46,5
2019-05-20,14-29-32-41-43+1,32,14,43,29,41,1
2019-05-22,1-27-37-48-49+1,1,48,27,49,37,1
2019-05-25,2-13-42-43-47+10,42,47,2,13,43,10
2019-05-27,13-18-28-33-42+9,33,13,28,18,42,9
2019-05-29,6-13-14-36-48+2,36,48,14,13,6,2
2019-06-01,13-20-26-35-45+3,35,26,13,45,20,3
2019-06-03,9-12-33-41-42+1,42,12,9,41,33,1
2019-06-05,17-26-28-38-47+7,28,47,26,38,17,7
2019-06-08,9-10-14-41-45+1,14,41,9,10,45,1
2019-06-10,9-18-24-39-49+8,9,24,18,49,39,8
2019-06-12,3-25-31-38-45+9,25,31,45,38,3,9
2019-06-15,2-13-20-30-37+6,2,13,20,30,37,6
2019-06-17,12-13-20-31-49+2,20,49,31,12,13,2
2019-06-19,4-18-36-45-46+5,45,46,4,36,18,5
2019-06-22,10-13-20-25-27+2,13,20,10,25,27,2
2019-06-24,1-16-32-33-45+6,33,16,1,32,45,6
2019-06-26,4-7-30-43-47+10,4,47,43,30,7,10
2019-06-29,1-3-4-42-46+3,46,42,1,4,3,3
2019-07-01,3-17-23-38-41+3,38,23,41,3,17,3
2019-07-03,8-31-38-39-45+8,39,38,8,31,45,8
2019-07-06,2-6-12-13-27+10,13,6,2,27,12,10
2019-07-08,11-20-26-33-38+10,26,11,38,20,33,10
2019-07-10,7-21-29-35-47+6,7,21,29,35,47,6
2019-07-13,18-27-37-48-49+10,27,18,49,37,48,10
2019-07-15,1-3-10-13-19+4,10,1,19,13,3,4
2019-07-17,4-26-27-28-47+8,26,4,27,47,28,8
2019-07-20,17-18-21-29-35+6,21,17,29,35,18,6
2019-07-22,7-11-28-37-44+3,28,37,44,11,7,3
2019-07-24,10-25-32-39-40+10,39,25,10,32,40,10
2019-07-27,25-28-31-39-47+8,25,28,39,47,31,8
2019-07-29,3-6-21-29-47+3,6,29,3,47,21,3
2019-07-31,8-18-30-32-36+5,32,18,8,36,30,5
2019-08-03,4-5-7-10-23+4,10,4,5,23,7,4
2019-08-05,5-22-26-33-45+9,5,45,22,26,33,9
2019-08-07,5-26-28-29-36+4,26,28,36,29,5,4
2019-08-10,4-9-12-18-37+3,37,4,12,9,18,3
2019-08-12,9-20-30-31-34+10,31,30,9,20,34,10
2019-08-14,17-27-34-45-48+2,45,17,27,48,34,2
2019-08-17,1-8-21-28-37+2,1,21,28,8,37,2
2019-08-19,2-7-14-28-31+3,14,31,7,28,2,3
2019-08-21,1-3-17-25-38+8,17,3,38,1,25,8
2019-08-24,15-17-23-31-38+4,23,31,15,38,17,4
2019-08-26,4-21-27-46-47+6,4,21,46,27,47,6
2019-08-28,7-14-25-42-47+5,14,25,47,7,42,5
2019-08-31,19-21-25-38-47+4,47,21,25,19,38,4
2019-09-02,2-6-21-33-44+4,6,2,44,33,21,4
2019-09-04,2-4-7-25-35+3,25,2,4,7,35,3
2019-09-07,2-12-16-27-30+2,16,12,27,30,2,2
2019-09-09,2-5-28-42-44+8,42,2,44,28,5,8
2019-09-11,6-14-19-27-35+10,35,19,6,27,14,10
2019-09-14,18-19-23-26-28+9,28,23,18,26,19,9
2019-09-16,13-31-32-35-42+5,42,35,31,32,13,5
2019-09-18,3-5-6-16-36+10,16,6,36,5,3,10
2019-09-21,8-15-41-42-44+10,15,42,41,44,8,10
2019-09-23,20-29-34-36-42+4,36,20,42,34,29,4
2019-09-25,1-7-15-22-26+3,7,1,26,22,15,3
2019-09-28,12-15-18-19-40+5,18,15,12,19,40,5
2019-09-30,2-23-33-43-47+2,43,2,33,23,47,2
2019-10-02,32-33-35-37-49+3,33,37,32,35,49,3
2019-10-05,2-16-30-31-38+5,30,2,38,16,31,5
2019-10-07,2-4-11-19-35+5,19,4,2,35,11,5
2019-10-09,14-17-36-39-44+5,14,39,17,44,36,5
2019-10-12,10-12-16-27-37+9,27,16,12,37,10,9
2019-10-14,6-16-18-24-48+9,16,48,18,24,6,9
2019-10-16,5-18-19-30-35+2,19,30,5,18,35,2
2019-10-19,23-24-31-32-36+8,36,23,24,31,32,8
2019-10-21,3-13-40-42-48+4,13,42,40,48,3,4
2019-10-23,31-33-40-44-49+1,49,44,31,33,40,1
2019-10-26,11-13-20-30-44+9,11,30,44,13,20,9
2019-10-28,17-18-35-36-46+4,46,17,36,35,18,4
2019-10-30,2-13-22-46-48+1,46,13,48,2,22,1
2019-11-02,1-13-16-18-41+3,41,1,18,16,13,3
2019-11-04,1-9-16-39-42+7,16,9,42,1,39,7
2019-11-06,23-27-42-43-44+10,43,27,23,44,42,10
2019-11-09,6-18-24-26-29+3,26,24,6,18,29,3
2019-11-11,13-14-25-27-28+5,28,14,27,13,25,5
2019-11-13,10-13-19-22-35+1,22,13,10,35,19,1
2019-11-16,10-12-29-30-49+9,10,49,30,12,29,9
2019-11-18,6-12-15-31-44+7,31,44,6,15,12,7
2019-11-20,7-22-23-30-37+3,22,23,7,30,37,3
2019-11-23,4-9-22-27-28+4,4,27,28,9,22,4
2019-11-25,33-35-38-41-44+8,44,41,35,33,38,8
2019-11-27,2-15-18-29-44+4,44,2,15,29,18,4
2019-11-30,7-16-17-25-48+3,7,25,17,48,16,3
2019-12-02,11-14-28-39-42+9,39,28,14,11,42,9
2019-12-04,8-26-30-35-40+2,8,30,26,35,40,2
2019-12-07,10-29-38-40-44+8,40,29,44,38,10,8
2019-12-09,1-15-24-25-34+8,1,34,15,24,25,8
2019-12-11,1-25-33-40-48+8,25,33,48,1,40,8
2019-12-14,3-4-17-38-48+9,3,48,17,4,38,9
2019-12-16,10-26-35-38-39+6,38,26,39,35,10,6
2019-12-18,5-6-7-17-23+9,23,6,17,5,7,9
2019-12-21,19-22-23-27-48+2,48,23,27,19,22,2
2019-12-23,7-20-32-36-37+2,37,36,32,20,7,2
2019-12-25,15-24-36-40-45+9,36,40,45,24,15,9
2019-12-28,8-18-24-48-49+8,24,48,49,18,8,8
2019-12-30,12-32-34-38-48+6,12,38,34,32,48,6
2020-01-01,4-7-11-24-32+10,11,7,32,24,4,10
2020-01-04,9-22-31-34-43+5,22,9,43,31,34,5
2020-01-06,10-19-26-30-49+3,49,10,19,26,30,3
2020-01-08,16-17-29-37-44+8,17,44,29,16,37,8
2020-01-11,2-13-14-23-48+3,48,14,2,23,13,3
2020-01-13,11-14-16-25-32+9,16,11,25,32,14,9
2020-01-15,8-19-22-35-46+2,35,19,8,22,46,2
2020-01-18,1-2-12-13-33+9,12,1,33,13,2,9
2020-01-20,13-26-30-31-38+1,13,38,31,30,26,1
2020-01-22,12-25-26-28-42+10,25,28,42,26,12,10
2020-01-25,7-11-17-30-36+5,36,17,30,7,11,5
2020-01-27,7-10-12-27-41+1,27,12,10,7,41,1
2020-01-29,6-14-30-31-45+8,31,30,6,14,45,8
2020-02-01,16-21-22-25-36+9,36,25,22,21,16,9
2020-02-03,7-20-31-33-49+4,49,20,7,31,33,4
2020-02-05,6-11-21-29-30+4,30,21,6,11,29,4
2020-02-08,7-12-31-45-47+10,47,31,12,45,7,10
2020-02-10,15-25-37-38-49+8,15,49,37,25,38,8
2020-02-12,17-30-38-43-47+5,47,38,17,30,43,5
2020-02-15,4-5-25-45-48+7,48,4,25,5,45,7
2020-02-17,7-19-39-41-44+1,44,39,7,41,19,1
2020-02-19,16-21-40-41-46+2,40,16,21,41,46,2
2020-02-22,4-5-24-26-39+4,4,39,26,5,24,4
2020-02-24,9-15-20-27-47+7,20,15,27,9,47,7
2020-02-26,6-20-30-32-45+4,20,6,30,32,45,4
2020-02-29,5-10-19-24-37+6,37,24,19,10,5,6
2020-03-02,21-26-39-40-42+5,42,26,21,39,40,5
2020-03-04,10-17-30-33-49+4,10,17,33,30,49,4
2020-03-07,4-5-24-35-37+2,5,35,37,4,24,2
2020-03-09,5-26-33-41-42+7,26,41,5,33,42,7
2020-03-11,5-14-38-45-46+1,38,45,5,14,46,1
